"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SIBC","State Investors Bancorp, Inc.","11.53","33552300","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SIBC&selected=SIBC",
"GASS","StealthGas, Inc.","3.62","76396480","2005","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GASS&selected=GASS",
"STEC","STEC, Inc.","9.65","496280200","2000","Technology","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STEC&selected=STEC",
"STLD","Steel Dynamics, Inc.","12.71","2776041940","1996","Basic Industries","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STLD&selected=STLD",
"SMRT","Stein Mart, Inc.","7.69","342051200","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SMRT&selected=SMRT",
"STNR","Steiner Leisure Limited","42.66","641051820","1996","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STNR&selected=STNR",
"STEL","StellarOne Corporation","11.89","273208420","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STEL&selected=STEL",
"STEM","StemCells, Inc.","2.13","29359920","1992","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STEM&selected=STEM",
"STXS","Stereotaxis, Inc.","1.1901","65856563.7","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STXS&selected=STXS",
"SRCL","Stericycle, Inc.","78.72","6758033280","1996","Basic Industries","Environmental Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SRCL&selected=SRCL",
"STRL","Sterling Construction Company Inc","11.17","183869370","1986","Basic Industries","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STRL&selected=STRL",
"STSA","Sterling Financial Corporation","14.69","909942670","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STSA&selected=STSA",
"SHOO","Steven Madden, Ltd.","34.4","1445728800","1993","Consumer Non-Durables","Shoe Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SHOO&selected=SHOO",
"SSFN","Stewardship Financial Corp","4.75","27787500","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SSFN&selected=SSFN",
"STEI","Stewart Enterprises, Inc.","5.8","510197000","1991","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STEI&selected=STEI",
"STON","StoneMor Partners L.P.","27.5","531822500","1994","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STON&selected=STON",
"SSYS","Stratasys, Inc.","25.46","537995260","1994","Technology","Computer peripheral equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SSYS&selected=SSYS",
"SDIX","Strategic Diagnostics Inc.","1.75","35943250","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SDIX&selected=SDIX",
"STRT","Strattec Security Corporation","22.29","73244940","n/a","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STRT&selected=STRT",
"STRS","Stratus Properties, Inc.","12.45","93300300","n/a","Consumer Services","Homebuilding","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STRS&selected=STRS",
"STRA","Strayer Education, Inc.","106.67","1305854140","1996","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STRA&selected=STRA",
"STRM","Streamline Health Solutions, Inc.","1.72","16997040","1992","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STRM&selected=STRM",
"SCMP","Sucampo Pharmaceuticals, Inc.","3.92","61391120","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SCMP&selected=SCMP",
"SUBK","Suffolk Bancorp","10.33","100324960","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SUBK&selected=SUBK",
"SUMR","Summer Infant, Inc.","7.13","124596750","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SUMR&selected=SUMR",
"SMMF","Summit Financial Group, Inc.","3.1","23017500","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SMMF&selected=SMMF",
"SSBI","Summit State Bank","6.3","29893500","2006","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SSBI&selected=SSBI",
"SNBC","Sun Bancorp, Inc.","2.53","209934340","n/a","Finance","Commercial Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SNBC&selected=SNBC",
"SUNH","Sun Healthcare Group, Inc.","3.27","82050840","1993","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SUNH&selected=SUNH",
"SNHY","Sun Hydraulics Corporation","24.72","633672480","1997","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SNHY&selected=SNHY",
"SNSS","Sunesis Pharmaceuticals, Inc.","1.7","78245900","2005","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SNSS&selected=SNSS",
"STKL","SunOpta, Inc.","4.99","327039610","1981","Consumer Services","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STKL&selected=STKL",
"SPWRA","SunPower Corporation","16.235","925102770","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SPWRA&selected=SPWRA",
"SPWRB","SunPower Corporation","12.02","505236660","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SPWRB&selected=SPWRB",
"SMCI","Super Micro Computer, Inc.","13.18","513018320","1996","Technology","Computer Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SMCI&selected=SMCI",
"SCON","Superconductor Technologies Inc.","1.68","55480320","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SCON&selected=SCON",
"SUPG","SuperGen, Inc.","2.55","153953700","1996","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SUPG&selected=SUPG",
"SGC","Superior Uniform Group, Inc.","11.09","66462370","n/a","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SGC&selected=SGC",
"SPMD","SuperMedia Inc.","2.43","37694160","1987","Consumer Services","Publishing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SPMD&selected=SPMD",
"SPPR","Supertel Hospitality, Inc.","0.92","21108480","1994","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SPPR&selected=SPPR",
"SPPRO","Supertel Hospitality, Inc.","20","6660000","n/a","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SPPRO&selected=SPPRO",
"SPPRP","Supertel Hospitality, Inc.","7.69","6175070","n/a","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SPPRP&selected=SPPRP",
"SUPX","Supertex, Inc.","19","246715000","1983","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SUPX&selected=SUPX",
"SPRT","support.com, Inc.","2.85","138179400","2000","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SPRT&selected=SPRT",
"SURW","SureWest Communications","13","182780000","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SURW&selected=SURW",
"SRDX","SurModics, Inc.","11.33","198467610","1998","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SRDX&selected=SRDX",
"SUSQ","Susquehanna Bancshares, Inc.","6.56","852622880","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SUSQ&selected=SUSQ",
"SUSS","Susser Holdings Corporation","16.7","293018200","2006","Consumer Non-Durables","Food Chains","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SUSS&selected=SUSS",
"SBBX","Sussex Bancorp","4.4","14819200","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SBBX&selected=SBBX",
"SUTR","Sutor Technology Group Limited","0.94","38301240","n/a","Capital Goods","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SUTR&selected=SUTR",
"STRN","Sutron Corporation","5.58","25550820","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=STRN&selected=STRN",
"SIVB","SVB Financial Group","48.4","2075730800","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SIVB&selected=SIVB",
"SIVBO","SVB Financial Group","24.7","49400000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SIVBO&selected=SIVBO",
"SWSH","Swisher Hygiene, Inc.","4","663608000","n/a","Finance","Diversified Commercial Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SWSH&selected=SWSH",
"SXCI","SXC Health Solutions Corp.","48.5","2997057500","2006","Finance","Specialty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SXCI&selected=SXCI",
"SCMR","Sycamore Networks, Inc.","17.86","511992620","1999","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SCMR&selected=SCMR",
"SYKE","Sykes Enterprises, Incorporated","12.31","578914680","1996","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYKE&selected=SYKE",
"SYMC","Symantec Corporation","16.91","12776198310","1989","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYMC&selected=SYMC",
"SYMM","Symmetricom, Inc.","5.37","232333050","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYMM&selected=SYMM",
"SYMS","Syms Corp","9.3","134366400","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYMS&selected=SYMS",
"SYNL","Synalloy Corporation","10.13","63910170","1990","Basic Industries","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYNL&selected=SYNL",
"SYNA","Synaptics Incorporated","24.28","831662840","2002","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYNA&selected=SYNA",
"SNCR","Synchronoss Technologies, Inc.","28.49","1078574420","2006","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SNCR&selected=SNCR",
"SURG","Synergetics USA, Inc.","5.31","132580080","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SURG&selected=SURG",
"ELOS","Syneron Medical Ltd.","9.73","341318670","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ELOS&selected=ELOS",
"SNPS","Synopsys, Inc.","22.54","3306144660","1992","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SNPS&selected=SNPS",
"SYNO","Synovis Life Technologies, Inc.","14.41","163394990","n/a","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYNO&selected=SYNO",
"SNTA","Synta Pharmaceuticals Corp.","4","197748000","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SNTA&selected=SNTA",
"SYNT","Syntel, Inc.","49.55","2068415200","1986","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYNT&selected=SYNT",
"SYMX","Synthesis Energy Systems, Inc.","1.78","86557840","1991","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYMX&selected=SYMX",
"SYNM","Syntroleum Corporation","1.3","127241400","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYNM&selected=SYNM",
"SYUT","Synutra International, Inc.","9.26","530607260","n/a","Consumer Non-Durables","Packaged Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYUT&selected=SYUT",
"SYPR","Sypris Solutions, Inc.","3.61","71929250","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SYPR&selected=SYPR",
"TROW","T. Rowe Price Group, Inc.","51.99","13504402500","1986","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TROW&selected=TROW",
"TAIT","Taitron Components Incorporated","0.98","4681460","1995","Consumer Non-Durables","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TAIT&selected=TAIT",
"TTWO","Take-Two Interactive Software, Inc.","11.61","1006343190","1997","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TTWO&selected=TTWO",
"TLEO","Taleo Corporation","25.84","1061119600","2005","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TLEO&selected=TLEO",
"TBAC","Tandy Brands Accessories, Inc.","2.05","14292600","n/a","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TBAC&selected=TBAC",
"TLF","Tandy Leather Factory, Inc.","4.65","47225400","n/a","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TLF&selected=TLF",
"TNGO","Tangoe, Inc.","9.49","297948040","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TNGO&selected=TNGO",
"TRGT","Targacept, Inc.","16.06","525563500","2006","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRGT&selected=TRGT",
"TASR","TASER International, Inc.","3.89","235827360","n/a","Capital Goods","Ordnance And Accessories","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TASR&selected=TASR",
"TATT","TAT Technologies Ltd.","5.26","46366900","n/a","Capital Goods","Aerospace","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TATT&selected=TATT",
"TAYC","Taylor Capital Group, Inc.","8.12","164381280","2002","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TAYC&selected=TAYC",
"TAYCP","Taylor Capital Group, Inc.","19.5","35100000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TAYCP&selected=TAYCP",
"TAYD","Taylor Devices, Inc.","5.17","16693930","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TAYD&selected=TAYD",
"TBSI","TBS International Plc","1.01","18198180","2005","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TBSI&selected=TBSI",
"TCLP","TC PipeLines, LP","43.76","2022937280","1999","Public Utilities","Natural Gas Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TCLP&selected=TCLP",
"AMTD","TD Ameritrade Holding Corporation","15.01","8576128610","1997","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMTD&selected=AMTD",
"TISI","Team, Inc.","23.47","456913960","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TISI&selected=TISI",
"TSTF","TeamStaff, Inc.","1.85","10528350","n/a","Technology","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TSTF&selected=TSTF",
"TEAR","TearLab Corporation","1.73","25844470","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TEAR&selected=TEAR",
"TECD","Tech Data Corporation","40.57","1889223190","1986","Technology","Retail: Computer Software & Peripheral Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TECD&selected=TECD",
"TECH","Techne Corporation","72.93","2707672110","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TECH&selected=TECH",
